gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000104201.1|4930535G08Rik,0,0,0,0,0,11,7,10,0,0
ENSMUSG00000103708.1|Gm33222,31,88,0,0,205,187,67,35,0,0
ENSMUSG00000104523.1|Gm37335,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045216.7|Hs6st1,7885,8408,4752,7814,8569,8326,10857,11354,9982,7313
ENSMUSG00000102202.1|Gm33280,4,4,169,253,14,12,9,16,503,304
ENSMUSG00000098752.1|Mir6897,0,1,2,1,0,0,2,0,1,2
ENSMUSG00000037470.14|Uggt1,7223,8269,9236,14038,12022,11399,6611,7390,19593,14671
ENSMUSG00000047180.8|Neurl3,36,4,7,11,26,11,0,7,3,0
ENSMUSG00000037447.16|Arid5a,238,308,294,500,398,531,285,174,794,549
ENSMUSG00000010453.12|Kansl3,4164,4447,2771,4360,5842,7175,3742,2856,5844,4716
ENSMUSG00000098680.1|Mir6898,1,0,7,6,2,0,2,0,4,1
ENSMUSG00000037432.15|Fer1l5,105,111,317,397,177,183,69,107,549,453
ENSMUSG00000001143.13|Lman2l,1129,1320,2389,2861,1538,1526,1053,1188,4304,3465
ENSMUSG00000104316.1|Gm37909,0,0,10,25,16,0,0,0,43,26
ENSMUSG00000037408.10|Cnnm4,499,522,1185,1834,716,658,517,712,1862,1836
ENSMUSG00000106081.1|AC084391.1,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000001138.13|Cnnm3,2127,2627,2221,3422,2115,2354,2674,2754,4406,3045
ENSMUSG00000102845.1|Gm38033,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067653.12|Ankrd23,146,271,225,371,200,193,250,95,488,286
ENSMUSG00000109510.1|Gm43543,54,0,22,0,73,20,0,0,0,0
ENSMUSG00000079610.9|Ankrd39,453,516,215,306,682,628,655,484,496,355
ENSMUSG00000026121.13|Sema4c,413,385,1475,2368,292,241,590,550,3872,2377
ENSMUSG00000046337.17|Fam178b,793,822,26,48,2437,2323,1307,1282,55,26
ENSMUSG00000077939.1|Gm24133,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061518.10|Cox5b,8332,6398,3815,5188,9314,8737,8425,8613,7211,5623
ENSMUSG00000087589.3|D430040D24Rik,33,0,40,52,24,17,36,13,94,42
ENSMUSG00000089906.1|Gm6428,2,0,1,1,0,6,0,0,1,1
ENSMUSG00000037351.9|Actr1b,6899,7505,3467,5272,6790,6496,8045,7829,7201,5920
ENSMUSG00000102416.4|4933424G06Rik,1,3,4,12,0,4,4,0,20,2
ENSMUSG00000104237.1|Gm33533,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097291.1|Gm18828,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026117.10|Zap70,186,127,0,13,407,321,134,126,0,0
ENSMUSG00000026116.11|Tmem131,9966,11199,16844,22067,15131,17084,10645,11004,31105,20807
ENSMUSG00000103016.1|Gm37506,0,3,0,9,4,0,0,0,10,7
ENSMUSG00000102930.1|Gm38115,3,0,119,81,5,13,0,2,153,87
ENSMUSG00000103159.1|F830112A20Rik,2,0,227,233,0,26,0,0,389,203
ENSMUSG00000080054.3|Rpl12-ps1,14,5,4,6,7,4,4,2,4,2
ENSMUSG00000050122.18|Vwa3b,414,386,5,0,359,376,317,279,10,11
ENSMUSG00000103603.1|Gm37020,0,1,0,0,3,0,0,0,0,0
ENSMUSG00000026114.14|Cnga3,110,79,650,356,144,68,81,62,784,562
ENSMUSG00000026113.17|Inpp4a,385,383,1282,1602,392,550,540,370,2918,2093
ENSMUSG00000086064.1|4930439A04Rik,0,0,3,4,0,0,0,0,6,0
ENSMUSG00000102879.1|Gm37135,0,0,0,0,0,0,0,0,5,3
ENSMUSG00000026111.15|Unc50,1335,1504,838,1313,1543,1899,1646,1568,1820,1501
ENSMUSG00000026112.7|Coa5,4726,5271,7213,10103,6295,7151,4721,5481,14897,10634
ENSMUSG00000026110.15|Mgat4a,852,763,1475,1577,725,827,812,844,2398,1594
ENSMUSG00000103948.1|4930594C11Rik,4,6,6,9,0,9,0,0,32,20
ENSMUSG00000087233.1|4930594C11Rik,3,5,11,6,0,3,0,4,5,7
ENSMUSG00000089767.1|4930556I23Rik,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000026090.16|2010300C02Rik,106,135,59,63,210,207,113,109,131,110
ENSMUSG00000104365.1|4930470B04Rik,0,0,4,0,0,0,0,0,0,0
ENSMUSG00000102650.1|Gm19863,0,0,1,0,0,0,0,0,2,1
ENSMUSG00000060771.14|Tsga10,160,152,272,371,81,165,136,132,619,537
ENSMUSG00000097268.1|Gm26805,3,0,0,0,0,0,0,0,18,0
ENSMUSG00000037216.5|Lipt1,335,469,250,374,285,536,398,387,441,332
ENSMUSG00000026088.15|Mitd1,610,767,214,330,972,1030,757,681,574,418
ENSMUSG00000026087.11|Mrpl30,2755,2292,1715,2209,2422,2536,2489,2465,3193,2682
ENSMUSG00000061584.6|Lyg2,0,0,4,0,0,0,0,0,0,0
ENSMUSG00000087374.1|Gm15457,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026085.11|Lyg1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058407.12|Txndc9,4482,3751,2576,3675,3032,3527,3825,3994,5598,4032
ENSMUSG00000026083.12|Eif5b,17893,15994,8715,12488,13242,13711,16039,15326,17730,13783
ENSMUSG00000026082.11|Rev1,4388,5528,4511,6789,3450,3110,4642,2995,9874,6785
ENSMUSG00000103804.1|Gm37062,2,16,40,91,30,9,27,2,111,67
ENSMUSG00000037138.16|Aff3,724,596,8879,10851,304,296,413,589,14355,10354
ENSMUSG00000085391.1|Gm16150,0,0,40,34,0,0,0,0,72,31
ENSMUSG00000085280.1|Gm16151,0,0,22,33,0,2,0,0,66,24
ENSMUSG00000087131.7|Gm16152,0,0,36,53,0,0,0,0,67,55
ENSMUSG00000102984.1|Gm34727,0,0,11,22,0,0,0,0,27,12
ENSMUSG00000048814.10|Lonrf2,56,38,24,49,388,350,149,143,37,66
ENSMUSG00000026080.13|Chst10,458,466,207,295,167,133,469,369,311,309
ENSMUSG00000103647.1|Gm37707,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067604.8|Nms,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026078.10|Pdcl3,3167,2998,1537,2428,2071,2233,3323,3835,3508,2864
ENSMUSG00000103046.1|Gm37309,10,14,46,85,7,39,64,12,84,29
ENSMUSG00000103182.1|Gm37091,14,6,9,24,1,0,1,1,20,11
ENSMUSG00000026077.15|Npas2,16,5,5,10,31,39,32,21,29,13
ENSMUSG00000092553.1|Gm20428,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000092563.1|Gm3617,0,2,0,0,0,0,0,0,2,0
ENSMUSG00000073702.11|Rpl31,37345,28658,19303,26697,41432,37392,39534,37222,36779,29042
ENSMUSG00000003134.10|Tbc1d8,782,752,1135,1526,973,841,1545,1533,3038,1596
ENSMUSG00000102607.1|Gm37265,0,0,7,7,0,0,0,0,14,0
ENSMUSG00000065629.2|Gm24826,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000104827.1|Gm24826,0,0,6,3,1,0,0,0,2,2
ENSMUSG00000003135.15|Cnot11,4161,4375,4322,5781,5683,5906,6692,6630,8220,5916
ENSMUSG00000064936.1|Gm23722,0,0,15,15,0,0,1,0,29,20
ENSMUSG00000085894.1|Gm15832,84,33,222,358,32,25,150,39,619,293
ENSMUSG00000077704.1|Snord89,12,5,15,22,6,8,7,6,22,15
ENSMUSG00000048234.13|Rnf149,3133,3228,2075,3016,3132,3052,3322,3680,4334,3049
ENSMUSG00000050967.5|Creg2,17,11,76,76,9,9,40,37,253,148
ENSMUSG00000097083.1|D930019O06Rik,21,22,0,2,10,9,26,0,12,5
ENSMUSG00000057173.8|Rfx8,0,0,35,23,36,22,0,0,75,26
ENSMUSG00000101634.6|1700066B17Rik,0,0,0,0,0,20,0,0,0,0
ENSMUSG00000026074.14|Map4k4,16843,19581,13771,19386,18834,18557,18989,19463,32843,23642
ENSMUSG00000026073.13|Il1r2,3,27,16,26,23,0,7,4,0,1
ENSMUSG00000097899.2|Gm16894,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102975.1|Gm37347,0,0,0,0,2,4,0,0,2,0
ENSMUSG00000103560.1|Gm38070,0,0,0,5,2,8,0,0,5,4
ENSMUSG00000026072.12|Il1r1,19,11,0,13,139,144,16,48,25,39
ENSMUSG00000070942.8|Il1rl2,15,13,0,3,31,39,34,12,0,12
ENSMUSG00000103230.1|Gm17970,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000026070.15|Il18r1,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000026068.11|Il18rap,6,16,0,0,0,0,6,0,8,0
ENSMUSG00000104441.1|Gm35801,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026065.8|Slc9a4,0,0,0,0,12,0,0,0,0,0
ENSMUSG00000102676.1|Gm37435,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026062.12|Slc9a2,4,8,7,45,14,0,7,8,28,19
ENSMUSG00000103679.1|Gm37623,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103270.1|Gm37915,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041945.12|Mfsd9,76,100,147,228,69,56,142,102,345,234
ENSMUSG00000093436.6|Gm20646,0,0,3,0,0,0,0,0,0,3
ENSMUSG00000097063.3|Pantr2,0,0,0,2,0,0,0,0,6,0
ENSMUSG00000045515.3|Pou3f3,43,33,14,30,170,66,48,42,96,36
ENSMUSG00000077448.1|Gm23126,0,0,4,5,0,0,0,0,3,7
ENSMUSG00000060679.14|Mrps9,4127,4132,2114,3010,4708,4723,3861,3285,4084,3520
ENSMUSG00000041907.9|Gpr45,0,3,44,52,0,13,0,25,48,85
ENSMUSG00000100269.1|Gm28782,0,0,0,14,0,0,0,0,11,0
ENSMUSG00000070939.9|Tgfbrap1,1003,903,1312,1632,1028,1341,826,947,2483,1867
ENSMUSG00000041878.3|8430432A02Rik,0,0,24,36,11,4,8,8,44,11
ENSMUSG00000010290.7|AI597479,1235,1833,1545,2183,1676,2321,1408,1471,2934,2532
ENSMUSG00000008136.14|Fhl2,370,295,69,97,19,0,332,172,149,130
ENSMUSG00000094497.1|Gm8210,22923,18974,17902,28095,17974,17638,19198,19450,38255,29457
ENSMUSG00000066877.11|Nck2,1080,1244,2164,3066,947,1311,1620,1744,4549,3204
ENSMUSG00000103422.1|Gm37536,0,0,28,62,0,0,0,0,113,59
ENSMUSG00000103945.1|Gm38228,40,11,117,161,30,13,8,22,333,180
ENSMUSG00000100764.1|Gm29155,3,3,9,2,0,0,0,0,18,0
ENSMUSG00000100635.1|Gm29157,0,0,7,22,0,0,1,0,38,21
ENSMUSG00000026051.8|1500015O10Rik,16,19,5,5,18,4,12,18,8,8
ENSMUSG00000100480.1|Gm29156,10,0,17,9,7,0,3,0,26,21
ENSMUSG00000057363.12|Uxs1,1588,1457,1581,1977,1375,1425,1358,1414,3419,2267
ENSMUSG00000090243.1|Gm16103,16,0,13,23,7,0,0,0,22,17
ENSMUSG00000100701.1|Gm19587,2,4,0,0,0,4,2,4,1,4
ENSMUSG00000041763.14|Tpp2,6903,7661,8929,13377,7503,7765,6841,6736,18924,13722
ENSMUSG00000047343.4|Mettl21c,5,0,50,125,12,23,4,0,294,69
ENSMUSG00000090106.1|Gm15838,0,0,0,1,0,0,0,0,1,1
ENSMUSG00000091844.1|Gm8251,15,0,47,61,0,0,0,8,174,86
ENSMUSG00000026049.11|Tex30,1340,1879,1291,1824,1465,1464,1089,1107,2471,1969
ENSMUSG00000101104.6|Gm29247,1,0,8,0,2,2,0,3,0,0
ENSMUSG00000026047.13|Kdelc1,1247,1171,2738,3448,2036,1845,1621,1411,5582,4171
ENSMUSG00000041684.11|Bivm,904,1085,1708,2906,1423,1577,791,1008,3642,2985
ENSMUSG00000026048.16|Ercc5,2941,3286,3150,4513,1652,1737,2547,2631,8576,4955
ENSMUSG00000046828.3|Mettl21e,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000089703.1|Gm15833,4,5,0,0,0,0,0,0,0,0
ENSMUSG00000101567.1|Txn-ps1,6,8,6,5,3,7,5,6,6,3
ENSMUSG00000056870.9|Gulp1,197,168,1037,2036,123,113,252,185,2335,1995
ENSMUSG00000101701.1|4930521E06Rik,0,0,11,11,0,0,0,0,18,9
ENSMUSG00000103071.1|Gm38110,0,2,7,5,0,0,4,1,9,10
ENSMUSG00000102319.1|Gm37626,8,0,23,48,4,0,0,3,72,43
ENSMUSG00000089877.1|Gm16102,6,0,3,0,4,0,0,0,0,0
ENSMUSG00000101251.1|Gm3496,1,2,0,0,0,0,0,0,0,0
ENSMUSG00000026043.18|Col3a1,191,196,160,131,3,25,2126,1770,1606,399
ENSMUSG00000105211.1|AC125167.1,1,1,1,1,0,0,1,1,1,1
ENSMUSG00000026042.16|Col5a2,823,915,0,18,0,11,1032,1215,209,16
ENSMUSG00000104476.1|Gm38211,0,0,0,0,0,0,0,0,8,4
ENSMUSG00000100894.1|Gm8304,18,0,0,0,0,0,0,0,0,0
ENSMUSG00000025995.16|Wdr75,8832,9316,8804,12450,8075,8209,6813,6659,17604,13049
ENSMUSG00000084817.3|Gm5526,74,92,66,66,121,87,115,110,73,36
ENSMUSG00000098549.1|Gm5269,4,0,1,9,0,0,0,0,2,0
ENSMUSG00000099381.1|Gm18303,2,0,0,7,0,0,3,0,20,15
ENSMUSG00000025993.10|Slc40a1,1425,1481,617,846,48,84,2062,2129,2237,1119
ENSMUSG00000044457.8|Stk-ps2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041144.10|Dnah7b,24,13,122,151,29,0,26,17,306,197
ENSMUSG00000101337.6|Dnah7c,17,46,39,63,27,38,63,36,87,65
ENSMUSG00000025986.6|Slc39a10,5860,8223,12758,18116,2178,2427,7169,8089,22425,18795
ENSMUSG00000103129.1|Gm37393,0,0,8,6,0,0,0,0,42,7
ENSMUSG00000100213.1|Gm28151,5,18,168,156,0,5,8,0,402,149
ENSMUSG00000100160.1|Gm28527,10,15,10,3,0,0,11,0,4,0
ENSMUSG00000101447.1|Gm28826,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000081185.1|Gm4852,19,26,8,8,32,10,22,13,15,11
ENSMUSG00000100033.1|Gm8337,4,3,3,7,2,5,9,10,13,4
ENSMUSG00000094968.1|Gm22419,1,0,2,0,0,1,0,1,1,1
ENSMUSG00000101760.1|Gm8384,4,5,0,0,0,0,0,0,0,0
ENSMUSG00000100816.1|Gm28321,19,9,19,26,0,0,4,4,40,22
ENSMUSG00000026109.14|Tmeff2,40,23,14,85,6,39,92,54,191,103
ENSMUSG00000100671.1|Gm28322,0,0,4,0,2,0,0,0,3,4
ENSMUSG00000092906.1|Gm25736,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101242.1|Gm28319,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000099924.1|Gm28320,0,0,0,7,0,0,0,0,14,13
ENSMUSG00000099625.1|Gm29325,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000101799.1|9330175M20Rik,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000099741.1|Gm5253,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000045954.7|Sdpr,8,3,4,0,0,0,18,19,13,0
ENSMUSG00000026107.11|Nabp1,2139,2247,1336,2023,1227,1482,2343,2281,3220,2099
ENSMUSG00000103424.1|Gm37535,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099413.1|Gm17767,12,15,0,0,8,20,29,8,3,4
ENSMUSG00000018417.14|Myo1b,3688,3604,3300,4670,6752,6510,3169,3464,7775,6296
ENSMUSG00000101724.1|Gm29453,0,0,20,23,0,0,0,0,83,43
ENSMUSG00000100313.1|Gm28323,0,0,17,52,0,0,0,1,109,48
ENSMUSG00000062939.11|Stat4,345,332,14,99,526,476,386,318,139,85
ENSMUSG00000101628.1|Gm28177,0,0,0,0,4,0,4,0,3,38
ENSMUSG00000026104.14|Stat1,533,475,544,603,1398,1214,533,666,1258,904
ENSMUSG00000099569.1|Gm18301,0,0,5,3,0,0,0,0,7,3
ENSMUSG00000078291.1|Gm3940,4,7,2,0,2,4,7,1,1,0
ENSMUSG00000026103.14|Gls,3938,5000,5994,8808,5283,6768,3990,3511,13819,9467
ENSMUSG00000002881.14|Nab1,440,391,1650,2847,536,731,455,580,5805,3476
ENSMUSG00000100120.1|Gm553,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099878.1|Gm28178,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100007.1|Gm5527,790,874,895,1311,654,586,1200,1117,1710,1284
ENSMUSG00000043015.15|Tmem194b,418,553,1189,1806,1075,1307,612,504,2431,1780
ENSMUSG00000041439.15|Mfsd6,213,230,547,725,222,188,160,153,1208,883
ENSMUSG00000100302.1|Gm29670,0,0,0,3,0,0,0,0,4,6
ENSMUSG00000103630.1|Gm37242,7,5,0,6,10,0,5,0,18,18
ENSMUSG00000026102.9|Inpp1,257,338,556,762,175,118,224,218,1113,964
ENSMUSG00000041426.12|Hibch,519,695,864,1395,1340,1258,681,695,1867,1477
ENSMUSG00000089802.1|Gm16107,0,0,6,3,0,0,0,0,11,4
ENSMUSG00000043629.12|1700019D03Rik,1843,2375,8330,11515,2807,3420,1413,1623,16947,11572
ENSMUSG00000060715.9|1700019A02Rik,42,41,17,26,28,28,34,13,30,21
ENSMUSG00000100763.1|Gm28777,0,8,7,0,0,0,0,6,9,5
ENSMUSG00000026098.13|Pms1,1231,1186,1444,2206,1576,1633,1171,1141,3108,1999
ENSMUSG00000100679.1|Gm28778,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026096.14|Osgepl1,611,605,993,1941,1092,917,481,558,2650,1945
ENSMUSG00000101838.6|Gm18800,0,0,4,17,0,0,0,0,22,13
ENSMUSG00000026097.9|Ormdl1,1111,1253,1088,1785,1556,1733,1028,1165,2833,1945
ENSMUSG00000099913.1|Gm28551,35,15,40,127,27,31,26,14,305,173
ENSMUSG00000026095.15|Asnsd1,5784,6247,2876,4195,7012,7124,4817,5519,5780,4585
ENSMUSG00000092657.1|Gm25240,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096141.2|Dnah7a,85,54,14,46,49,28,44,30,53,63
ENSMUSG00000026094.14|Stk17b,1673,1357,1936,4175,1645,1681,978,985,4469,4006
ENSMUSG00000098443.1|Mir7681,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087949.1|Gm24251,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042807.15|Hecw2,611,786,664,1095,176,271,531,600,1986,1091
ENSMUSG00000102868.1|Gm37633,2,6,2,3,0,4,0,0,9,5
ENSMUSG00000094013.1|Gm25829,1,0,12,2,0,0,0,0,4,3
ENSMUSG00000025983.11|Ccdc150,34,52,64,130,54,42,36,0,173,94
ENSMUSG00000041303.7|Gtf3c3,2342,2814,5753,8759,2890,3048,2167,2522,11592,9279
ENSMUSG00000073678.4|Pgap1,4111,4803,10351,14251,1610,1854,3837,3349,19445,12044
ENSMUSG00000104136.1|Gm36955,28,0,81,62,0,0,0,0,149,61
ENSMUSG00000052331.14|Ankrd44,119,87,506,594,668,848,131,150,845,598
ENSMUSG00000101674.6|4930444A19Rik,0,0,0,0,0,0,0,0,10,0
ENSMUSG00000102503.1|Gm37370,0,0,5,9,5,5,0,0,18,7
ENSMUSG00000102642.1|A130048G24Rik,0,0,0,3,0,0,0,0,0,8
ENSMUSG00000089245.1|Gm24053,2,0,0,0,0,0,0,0,1,0
ENSMUSG00000025982.13|Sf3b1,25220,27011,31618,49873,27276,26629,22399,21114,70288,48177
ENSMUSG00000103030.1|E330011M16Rik,35,0,4,5,9,18,6,11,3,16
ENSMUSG00000025981.13|Coq10b,1078,1079,1001,1361,1058,1057,798,835,2570,1768
ENSMUSG00000101122.1|Gm17971,27,20,23,39,41,22,11,9,79,18
ENSMUSG00000025980.14|Hspd1,53574,55195,26714,38797,25332,26599,51116,57670,50532,42515
ENSMUSG00000073676.4|Hspe1,18643,15674,12438,17986,16296,14575,19456,20712,24609,19635
ENSMUSG00000025979.13|Mob4,2242,2726,5408,7409,2706,3140,2356,2233,11116,7752
ENSMUSG00000100736.1|Gm5147,4,0,3,3,7,0,0,0,11,9
ENSMUSG00000089670.1|Gm16581,25,23,288,195,20,15,24,37,341,292
ENSMUSG00000061863.6|Gm6822,3,0,3,14,0,0,5,0,11,31
ENSMUSG00000025978.14|Rftn2,38,81,26,6,111,94,86,83,131,30
ENSMUSG00000097649.1|Gm10561,0,18,0,17,0,23,21,0,25,0
ENSMUSG00000046994.9|Mars2,1119,1223,1427,1801,1519,1839,1298,1339,3562,2312
ENSMUSG00000025977.15|Boll,73,103,11,16,43,18,43,52,5,19
ENSMUSG00000100215.1|Gm8292,55,38,212,235,136,114,52,85,248,170
ENSMUSG00000100309.1|Gm6644,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000102831.1|Gm37382,0,0,0,0,0,0,0,0,7,0
ENSMUSG00000038349.10|Plcl1,10,10,112,62,8,4,3,23,169,101
ENSMUSG00000102145.1|Gm38056,246,200,113,178,253,250,379,354,195,176
ENSMUSG00000100944.1|Gm28900,208,222,192,147,215,138,188,232,236,172
ENSMUSG00000038331.15|Satb2,224,157,117,215,616,613,260,236,343,218
ENSMUSG00000087022.4|9130024F11Rik,31,68,9,6,40,67,45,26,6,28
ENSMUSG00000104310.1|Gm4081,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000094128.1|Gm23943,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000101129.1|Gm5254,1,1,0,0,1,1,1,0,0,0
ENSMUSG00000038323.3|1700066M21Rik,267,406,306,443,613,861,410,314,468,389
ENSMUSG00000097519.2|4930558J18Rik,118,59,74,180,409,537,98,59,173,174
ENSMUSG00000048495.16|Tyw5,878,940,380,804,854,1072,774,709,988,678
ENSMUSG00000025971.6|9430016H08Rik,1801,1753,983,1256,1827,1665,1511,1694,2196,1577
ENSMUSG00000101826.1|Gm8581,3,0,0,1,0,3,0,0,0,0
ENSMUSG00000038305.14|Spats2l,415,501,457,527,147,183,473,459,1337,800
ENSMUSG00000091283.1|Gm17234,0,0,0,4,0,0,0,0,4,5
ENSMUSG00000054770.16|Kctd18,973,1201,780,1169,969,1358,1086,892,1812,1051
ENSMUSG00000026039.9|Sgol2a,6397,7918,6511,9216,5087,5507,5541,5294,14515,10358
ENSMUSG00000063558.4|Aox1,109,145,0,0,68,85,154,79,98,6
ENSMUSG00000064294.12|Aox3,189,222,0,0,166,145,675,530,4,5
ENSMUSG00000089275.1|Gm24548,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038242.12|Aox4,58,58,19,20,26,8,11,28,29,26
ENSMUSG00000079554.2|Aox2,0,8,0,7,0,0,6,0,10,6
ENSMUSG00000089822.1|Gm15759,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000103839.1|Gm37607,12,33,43,89,33,36,27,11,90,112
ENSMUSG00000051223.14|Bzw1,27803,30312,14707,23463,18890,17500,25528,28047,30567,25878
ENSMUSG00000026036.17|Nif3l1,3309,3060,3153,4353,2469,2596,3171,3067,5662,4222
ENSMUSG00000026037.14|Orc2,6724,6548,6638,10659,8691,9260,5008,5320,13774,11329
ENSMUSG00000085054.2|Gm15834,0,7,78,80,4,0,3,4,188,93
ENSMUSG00000038174.14|Fam126b,731,755,2620,3839,765,1145,507,542,5786,4011
ENSMUSG00000026034.17|Clk1,7334,4804,3669,5417,5083,5074,3611,2405,8228,4986
ENSMUSG00000026035.15|Ppil3,1141,1200,972,1401,947,989,1235,1303,1905,1507
ENSMUSG00000094245.1|Gm23966,6,5,3,4,2,5,8,0,17,6
ENSMUSG00000026032.8|Ndufb3,1896,1522,399,532,1140,820,1637,1470,774,804
ENSMUSG00000099490.1|Gm18802,0,0,0,0,0,0,4,0,0,0
ENSMUSG00000047528.13|Als2cr12,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000102059.1|Gm20257,4,1,0,0,0,0,0,0,0,0
ENSMUSG00000059647.5|Cbx3-ps7,91,62,72,79,149,115,77,105,98,107
ENSMUSG00000026031.15|Cflar,158,424,1607,2577,388,672,456,334,3629,2578
ENSMUSG00000026029.14|Casp8,251,220,440,681,308,295,235,189,301,437
ENSMUSG00000102719.1|Gm37760,22,8,25,51,4,21,6,0,23,14
ENSMUSG00000026028.12|Trak2,2778,3678,4954,6236,3270,4114,2995,2690,9348,6425
ENSMUSG00000026027.13|Stradb,345,293,752,1209,806,624,461,564,1512,1276
ENSMUSG00000099752.1|Gm29018,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000072295.5|Als2cr11,20,0,4,0,26,27,0,5,10,7
ENSMUSG00000077616.1|Gm25502,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000038079.14|Tmem237,950,1009,1386,2125,843,805,786,847,2644,2214
ENSMUSG00000079550.9|Mpp4,0,9,105,82,17,7,11,5,136,133
ENSMUSG00000099563.1|Gm19125,0,0,3,9,0,0,0,0,20,8
ENSMUSG00000026024.14|Als2,4369,5146,4234,6032,5407,6089,3873,4536,8009,6302
ENSMUSG00000097573.2|G730003C15Rik,14,12,88,95,45,6,19,29,113,56
ENSMUSG00000101586.1|Gm29017,44,9,42,107,31,22,16,1,112,41
ENSMUSG00000026023.16|Cdk15,16,0,0,0,71,26,0,5,0,0
ENSMUSG00000041075.8|Fzd7,4147,4120,5922,9625,7261,5786,3462,4095,12244,9942
ENSMUSG00000097819.1|Gm26813,73,60,68,171,125,71,86,58,224,208
ENSMUSG00000047361.15|Gm973,37,31,20,19,207,140,65,45,26,15
ENSMUSG00000099811.6|Gm28411,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101409.1|1700122D07Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026021.15|Sumo1,8963,8211,6488,9722,7600,7739,7605,8410,13347,10123
ENSMUSG00000089276.1|Gm24545,0,0,0,0,0,2,0,3,2,0
ENSMUSG00000101400.1|Gm29596,0,0,13,13,2,0,3,3,27,21
ENSMUSG00000026020.9|Nop58,24371,21613,9376,13097,30608,31332,19460,17649,20037,14814
ENSMUSG00000077358.1|Gm26293,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000103821.1|D430013B06Rik,42,20,117,131,9,35,89,35,202,106
ENSMUSG00000077345.1|Snord70,17,15,43,65,9,8,5,1,100,51
ENSMUSG00000089512.3|Gm26287,26,6,11,15,11,2,6,9,16,15
ENSMUSG00000089093.3|Snord11,6,1,13,13,2,0,3,0,31,19
ENSMUSG00000067336.6|Bmpr2,1381,1560,11152,14341,988,1214,1342,1400,26911,15932
ENSMUSG00000104052.1|Gm38125,4,0,57,65,0,2,0,0,144,73
ENSMUSG00000041040.12|Fam117b,1812,2231,3405,4989,2308,2412,1776,2124,6316,5057
ENSMUSG00000026018.12|Ica1l,72,13,85,135,48,67,31,38,296,158
ENSMUSG00000103696.1|Gm37531,8,5,110,132,10,3,0,4,270,157
ENSMUSG00000100901.1|Gm18829,3,0,32,40,2,0,0,0,78,42
ENSMUSG00000026019.15|Wdr12,5704,5953,3001,4486,4144,4745,4539,5054,6389,4722
ENSMUSG00000026017.13|Carf,246,284,674,840,440,583,264,199,1189,847
ENSMUSG00000082609.1|Gm15464,0,1,8,12,2,1,2,0,6,8
